# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 6 246 668 4713 585
p 2 24 253 643 5562 712
p 2 20 245 655 6587 748
p 2 11 256 653 6424 739
p 2 6 278 636 5366 693
p 2 7 263 650 4989 677
p 2 1 283 636 4945 653
p 2 1 346 573 5110 670
p 2 4 290 626 5588 653
p 2 5 277 638 5416 655
p 2 0 272 648 4668 599
p 2 1 260 659 4242 578
p 2 2 252 666 3836 562
p 2 2 286 632 3987 598
p 2 2 269 649 4129 586
p 2 5 274 641 4274 618
p 2 3 262 655 4479 590
p 2 2 284 634 4048 594
p 2 2 280 638 4210 594
p 2 11 296 613 4140 650
p 2 14 254 652 5097 662
p 2 31 255 634 6240 767
p 2 18 259 643 5996 745
p 2 17 272 631 5759 732
p 2 14 270 636 5728 732
p 2 13 260 647 4934 700
p 2 5 268 647 4856 644
p 2 4 278 638 5400 622
p 2 6 256 658 5572 625
p 2 1 279 640 4552 587
i 2 920 0 0 37202 3843
p 2 0 450 470 1253 588
p 2 0 399 521 1183 541
p 2 0 423 497 8409 688
p 2 1 398 521 1462 563
p 2 0 298 622 1171 463
p 2 0 390 530 7078 636
p 2 0 291 629 1265 466
p 2 0 192 728 963 368
p 2 0 301 619 7100 563
p 2 0 271 649 1285 443
p 2 0 274 646 1293 452
p 2 0 218 702 1199 394
p 2 0 182 738 1027 371
p 2 0 165 755 1010 346
p 2 0 182 738 1158 369
p 2 0 189 731 1042 370
p 2 0 160 760 981 342
p 2 0 163 757 1111 342
p 2 0 119 801 857 304
p 2 0 133 787 829 321
p 2 0 170 750 1005 352
p 2 0 150 770 947 330
p 2 0 147 773 923 326
p 2 0 152 768 986 328
p 2 0 166 754 972 342
p 2 0 135 785 940 321
p 2 0 150 770 1004 323
p 2 0 140 780 959 326
p 2 0 132 788 912 318
p 2 0 145 775 1036 327
p 2 0 189 731 1091 373
p 2 0 146 774 904 330
p 2 0 140 780 907 321
p 2 0 149 771 898 332
p 2 0 111 809 882 302
p 2 0 133 787 990 313
p 2 0 148 772 919 324
p 2 0 127 793 894 305
p 2 0 122 798 972 309
p 2 0 140 780 941 324
p 2 0 145 775 963 330
p 2 0 140 780 1030 319
p 2 0 121 799 916 310
p 2 0 110 810 892 294
p 2 0 108 812 891 299
p 2 0 112 808 822 297
p 2 0 129 791 853 311
p 2 0 124 796 978 309
p 2 0 119 801 920 304
p 2 0 107 813 864 285
p 2 0 105 815 957 294
p 2 0 128 792 923 311
p 2 0 134 786 894 314
p 2 0 115 805 974 308
p 2 0 145 775 946 332
p 2 0 108 812 872 293
p 2 0 118 802 915 299
p 2 0 116 804 875 305
p 2 0 139 781 816 309
p 2 0 271 649 10184 624
p 2 0 220 700 1262 408
p 2 0 150 770 992 330
p 2 0 280 640 10252 631
p 2 0 254 666 1378 443
p 2 0 190 730 1076 377
